collision_date,year,mo,da,day,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,NUM_COLLISIONS
2016-03-25,2016,03,25,5,50.8,48.5,1011.0,2.7,10.8,19.0,25.1,55.9,42.1,0.0,999.9,1,546
2019-03-15,2019,03,15,5,45.3,42.3,1017.4,7.3,15.3,19.0,25.1,51.1,33.1,0.0,999.9,1,673
2019-03-11,2019,03,11,1,41.7,38.1,1014.1,6.0,11.1,19.0,25.1,46.9,32.0,0.46,999.9,1,645
2018-03-16,2018,03,16,5,36.1,21.4,1000.1,10.0,13.5,19.0,27.0,39.9,33.1,0.0,999.9,0,753
2013-03-10,2013,03,10,7,39.0,31.7,1026.9,10.0,11.9,19.0,25.1,43.0,36.0,0.0,999.9,0,415
2013-03-16,2013,03,16,6,37.1,22.0,1008.1,10.0,10.2,19.0,25.1,41.0,34.0,0.0,999.9,0,521
2018-03-12,2018,03,12,1,36.7,30.7,1016.1,10.0,9.0,20.0,27.0,46.0,27.0,0.0,999.9,0,679
2015-03-27,2015,03,27,5,42.4,40.0,1004.3,5.1,13.1,20.0,31.1,48.9,37.9,0.44,999.9,1,532
2015-03-04,2015,03,04,3,36.1,33.8,1009.2,3.1,14.8,20.0,28.0,41.0,23.0,0.31,999.9,1,574
2017-03-29,2017,03,29,3,41.9,37.1,1013.6,8.3,14.4,20.0,28.0,48.0,37.0,0.43,999.9,0,672
2014-03-14,2014,03,14,5,25.4,9.0,1018.4,10.0,15.1,20.0,28.9,35.1,19.0,0.03,999.9,0,585
2017-03-12,2017,03,12,7,20.0,2.6,1021.2,10.0,16.1,20.0,29.9,26.1,15.1,0.0,999.9,0,516
2016-03-18,2016,03,18,5,47.0,37.0,1006.7,9.9,12.3,20.0,29.9,54.0,39.0,0.0,999.9,0,644
2014-03-28,2014,03,28,5,41.2,35.6,1023.4,8.9,13.7,20.0,27.0,48.0,34.0,0.0,999.9,0,530
2015-03-09,2015,03,09,1,35.6,26.1,1020.1,9.6,9.5,20.0,25.1,44.1,24.1,0.0,999.9,0,661
2015-03-28,2015,03,28,6,37.4,34.5,1005.4,7.8,12.7,20.0,28.0,39.0,33.8,0.24,999.9,0,459
2016-03-14,2016,03,14,1,43.8,33.8,1022.8,9.5,12.3,20.0,28.9,46.0,41.0,0.0,999.9,0,640
2013-03-25,2013,03,25,1,38.1,29.8,1003.3,10.0,9.7,20.0,28.0,46.9,32.0,0.0,999.9,0,498
2013-03-01,2013,03,01,5,39.3,34.2,1000.8,9.4,10.6,20.0,24.1,43.0,37.0,0.08,999.9,0,603
2014-03-20,2014,03,20,4,43.8,38.5,9999.9,7.4,11.3,20.0,28.0,51.8,35.6,99.99,999.9,1,627
2018-03-19,2018,03,19,1,30.5,6.6,1011.7,10.0,12.2,20.0,26.0,37.0,21.0,0.0,999.9,0,686
2015-03-02,2015,03,02,1,33.4,27.2,1016.1,6.8,10.9,20.0,28.0,36.0,30.2,0.36,999.9,0,650
2014-03-30,2014,03,30,7,46.3,44.7,1001.5,1.7,13.8,20.0,28.0,55.4,39.9,1.22,999.9,1,437
2015-03-31,2015,03,31,2,39.4,31.2,1008.0,9.8,13.6,20.0,26.0,46.0,33.1,0.0,999.9,0,628
2015-03-13,2015,03,13,5,31.1,11.6,1034.5,10.0,12.3,20.0,26.0,41.0,26.1,0.0,999.9,0,609
2013-03-05,2013,03,05,2,38.5,29.8,1009.5,9.9,14.9,21.0,27.0,43.0,35.1,0.0,999.9,0,527
2014-03-13,2014,03,13,4,31.7,27.1,9999.9,5.0,13.5,21.0,29.9,53.6,19.4,99.99,999.9,0,545
2016-03-30,2016,03,30,3,43.4,24.8,1023.9,10.0,13.2,21.0,27.0,55.0,37.9,0.0,999.9,0,650
2015-03-15,2015,03,15,7,38.5,33.8,1002.5,7.0,12.3,21.0,28.9,46.0,30.9,1.16,999.9,0,459
2014-03-15,2014,03,15,6,43.4,33.9,9999.9,9.4,14.6,21.0,28.9,51.8,33.8,99.99,999.9,0,519
2013-03-28,2013,03,28,4,42.5,34.5,1011.7,9.9,12.5,21.0,25.1,50.0,37.9,0.02,999.9,0,549
2019-03-21,2019,03,21,4,40.7,32.6,1023.0,10.0,12.7,21.0,26.0,48.0,24.1,0.0,999.9,0,624
2014-03-05,2014,03,05,3,29.5,18.3,1024.3,9.5,7.1,21.0,26.0,36.0,25.0,0.0,999.9,0,491
2015-03-14,2015,03,14,6,38.7,33.3,1025.1,5.8,10.8,21.0,28.0,46.0,26.1,0.0,999.9,1,507
2016-03-26,2016,03,26,6,44.8,37.6,1022.2,9.3,15.1,21.0,28.9,55.9,36.0,0.9,999.9,1,530
2013-03-21,2013,03,21,4,38.3,29.9,1006.7,9.8,10.9,21.0,27.0,45.0,28.0,0.0,999.9,0,508
2017-03-08,2017,03,08,3,45.9,42.6,1016.0,5.5,15.3,21.0,28.9,48.9,30.0,0.07,999.9,1,609
2015-03-07,2015,03,07,6,25.0,15.9,1023.3,9.9,10.9,21.0,28.9,33.1,12.0,0.0,999.9,0,578
2019-03-24,2019,03,24,7,39.1,23.6,1016.9,10.0,15.5,22.0,28.0,46.0,32.0,0.0,999.9,0,466
2016-03-22,2016,03,22,2,40.8,23.9,1015.9,10.0,16.0,22.0,28.0,45.0,35.1,0.01,999.9,0,628
2018-03-09,2018,03,09,5,35.5,28.2,1004.0,9.6,12.0,22.0,29.9,44.1,30.0,0.01,999.9,1,751
2014-03-06,2014,03,06,4,26.3,14.0,1032.2,9.1,16.4,22.0,28.0,30.2,21.0,0.0,999.9,0,558
2014-03-30,2014,03,30,7,46.9,46.8,9999.9,2.6,12.5,22.0,32.1,55.4,37.4,99.99,999.9,1,437
2014-03-22,2014,03,22,6,38.1,27.9,1013.6,9.7,11.2,22.0,31.1,50.0,23.0,0.0,999.9,0,493
2015-03-23,2015,03,23,1,27.2,1.4,1019.5,10.0,14.9,22.0,32.1,37.9,21.0,0.0,999.9,0,586
2017-03-10,2017,03,10,5,35.5,26.4,1012.1,5.8,12.1,22.0,28.9,52.0,30.0,0.0,999.9,1,612
2016-03-21,2016,03,21,1,37.4,32.0,1008.7,7.3,16.0,22.0,31.1,43.0,34.0,0.35,999.9,0,617
2014-03-21,2014,03,21,5,39.3,28.2,1010.6,9.6,14.0,22.0,28.0,44.1,35.1,0.0,999.9,0,589
2020-03-29,2020,03,29,7,44.8,41.2,1019.0,7.8,15.2,22.9,33.0,53.1,30.0,0.34,999.9,1,146
2017-03-09,2017,03,09,4,45.9,34.3,1012.0,9.1,17.7,22.9,31.1,52.0,41.0,0.09,999.9,0,665
2014-03-13,2014,03,13,4,32.2,27.9,990.4,3.9,14.7,22.9,28.9,48.2,21.0,0.6,999.9,1,545
2013-03-23,2013,03,23,6,38.5,21.7,1006.3,10.0,15.9,22.9,39.0,45.0,32.0,0.02,999.9,0,488
2020-03-14,2020,03,14,6,45.3,32.8,1020.6,9.0,14.1,22.9,32.1,52.0,41.0,0.21,999.9,1,370
2018-03-26,2018,03,26,1,36.4,25.0,1036.0,10.0,19.4,22.9,34.0,45.0,32.0,0.01,999.9,0,710
2019-03-16,2019,03,16,6,46.9,38.6,1009.9,6.1,16.0,22.9,31.1,51.1,41.0,0.11,999.9,1,550
2013-03-19,2013,03,19,2,39.6,35.5,1012.4,4.6,16.5,22.9,33.0,46.9,33.1,0.41,999.9,1,559
2014-03-20,2014,03,20,4,41.7,37.6,1009.6,6.3,14.9,22.9,28.0,46.0,37.0,0.4,999.9,1,627
2015-03-12,2015,03,12,4,38.1,21.9,1020.9,10.0,14.1,22.9,31.1,48.0,33.1,0.25,999.9,0,586
2020-03-26,2020,03,26,4,41.2,33.6,1013.0,9.7,17.3,22.9,29.9,46.9,36.0,0.11,999.9,1,187
2014-03-27,2014,03,27,4,28.4,8.6,1022.3,10.0,18.2,24.1,35.0,34.0,23.0,0.0,999.9,0,538
2018-03-10,2018,03,10,6,38.1,25.9,1007.9,10.0,17.5,24.1,31.1,43.0,30.0,0.0,999.9,0,567
2016-03-16,2016,03,16,3,45.2,41.9,1007.8,7.7,15.7,24.1,29.9,51.1,43.0,0.18,999.9,1,629
2014-03-24,2014,03,24,1,27.4,8.0,1017.9,10.0,13.4,24.1,31.1,36.0,21.9,0.0,999.9,0,547
2018-03-07,2018,03,07,3,38.1,35.9,1012.1,8.9,12.3,24.1,36.9,43.0,32.0,0.0,999.9,0,517
2017-03-22,2017,03,22,3,38.6,20.9,1011.4,10.0,14.8,24.1,36.9,50.0,27.0,0.0,999.9,0,617
2014-03-27,2014,03,27,4,26.6,0.5,9999.9,10.0,17.0,24.1,36.9,28.4,24.8,0.0,999.9,0,538
2017-03-01,2017,03,01,3,47.4,45.8,1007.0,2.0,11.5,24.1,29.9,52.0,41.0,0.03,999.9,1,571
2013-03-15,2013,03,15,5,31.2,13.7,1009.1,10.0,18.5,24.1,36.9,39.0,25.0,0.0,999.9,0,607
2013-03-26,2013,03,26,2,39.8,28.7,1002.7,9.7,15.5,24.1,34.0,46.9,35.1,0.05,999.9,0,425
2016-03-04,2016,03,04,5,33.9,26.2,1021.7,6.9,8.5,24.1,33.0,39.0,25.0,0.0,999.9,0,685
2018-03-15,2018,03,15,4,36.5,28.1,996.7,9.7,20.1,24.1,33.0,39.9,33.1,0.0,999.9,0,689
2016-03-29,2016,03,29,2,48.6,34.9,1003.4,9.7,19.6,25.1,35.0,55.0,41.0,0.44,999.9,1,683
2014-03-12,2014,03,12,3,44.0,37.2,9999.9,8.8,7.9,25.1,33.0,55.4,33.8,99.99,999.9,0,515
2016-03-15,2016,03,15,2,48.3,45.7,1010.6,3.4,17.3,25.1,35.0,54.0,41.0,0.57,999.9,1,608
2019-03-22,2019,03,22,5,42.3,39.4,997.6,6.9,15.0,25.1,33.0,48.0,36.0,0.75,999.9,0,718
2018-03-27,2018,03,27,2,37.6,28.7,1032.5,10.0,16.0,25.1,29.9,45.0,30.9,0.0,999.9,0,627
2015-03-22,2015,03,22,7,35.1,18.8,1011.9,9.4,15.7,25.1,33.0,41.0,21.0,0.13,999.9,0,432
2017-03-16,2017,03,16,4,28.5,11.1,1008.0,9.8,19.1,25.1,33.0,36.0,23.0,0.0,999.9,0,839
2013-03-20,2013,03,20,3,36.5,25.7,1007.3,10.0,17.9,25.1,32.1,42.1,32.0,0.35,999.9,0,540
2016-03-02,2016,03,02,3,45.7,38.8,1008.2,6.8,18.2,25.1,31.1,52.0,37.0,0.15,999.9,0,653
2014-03-03,2014,03,03,1,27.3,20.3,1017.2,5.8,11.2,25.1,32.1,33.8,21.0,0.0,999.9,1,440
2017-03-04,2017,03,04,6,22.9,0.1,1026.4,9.9,17.8,25.1,33.0,37.0,18.0,0.0,999.9,0,536
2017-03-05,2017,03,05,7,20.8,-1.7,1029.2,10.0,19.8,25.1,35.9,33.1,12.0,0.0,999.9,0,489
2017-03-23,2017,03,23,4,26.4,1.5,1028.6,10.0,17.1,25.1,35.0,46.0,19.9,0.0,999.9,0,703
2018-03-25,2018,03,25,7,35.8,32.8,1024.2,9.3,16.6,26.0,35.9,46.0,26.1,0.0,999.9,0,491
2014-03-26,2014,03,26,3,29.3,16.2,9999.9,4.0,23.3,26.0,40.0,32.0,26.6,99.99,999.9,0,563
2015-03-19,2015,03,19,4,27.6,-1.5,1020.8,10.0,18.3,26.0,35.0,35.1,21.9,0.0,999.9,0,582
2013-03-06,2013,03,06,3,39.1,34.2,1014.7,9.4,13.5,26.0,39.0,43.0,32.0,0.02,999.9,0,475
2014-03-31,2014,03,31,1,37.8,35.3,1005.3,6.1,21.3,26.0,38.1,39.9,36.0,0.29,999.9,0,559
2015-03-16,2015,03,16,1,32.9,18.5,1011.1,9.0,17.1,27.0,39.0,43.0,28.0,0.01,999.9,0,529
2019-03-10,2019,03,10,7,36.8,30.2,1027.7,7.1,14.7,27.0,41.0,46.9,25.0,0.0,999.9,1,462
2018-03-06,2018,03,06,2,37.7,30.1,1014.9,10.0,17.5,27.0,38.1,41.0,33.1,0.08,999.9,0,676
2015-03-17,2015,03,17,2,38.6,34.1,1003.7,7.9,10.1,27.0,39.0,46.9,28.0,0.01,999.9,0,528
2018-03-08,2018,03,08,4,39.6,36.3,999.1,8.2,15.8,27.0,39.0,46.0,34.0,0.79,999.9,0,633
2019-03-02,2019,03,02,6,35.1,32.5,1016.8,6.0,16.1,28.0,35.9,37.0,33.1,0.35,999.9,0,642
2019-03-23,2019,03,23,6,39.3,30.2,999.3,9.0,21.7,28.0,38.1,46.0,32.0,0.0,999.9,0,530
2018-03-17,2018,03,17,6,33.3,17.6,1005.7,10.0,19.7,28.0,35.0,39.9,28.0,0.0,999.9,0,562
2018-03-21,2018,03,21,3,36.8,32.7,1005.4,8.6,21.0,28.0,36.9,39.0,27.0,0.0,999.9,0,477
2017-03-02,2017,03,02,4,47.8,36.9,999.2,6.9,21.6,28.0,41.0,52.0,37.9,0.0,999.9,0,653
2019-03-04,2019,03,04,1,37.9,34.0,1004.8,7.7,15.3,28.0,38.1,42.1,26.1,1.22,999.9,0,503
2013-03-09,2013,03,09,6,39.2,31.7,1018.9,9.9,24.9,28.9,42.9,42.1,37.4,0.4,999.9,0,569
2017-03-19,2017,03,19,7,36.0,32.2,1019.7,5.6,19.4,28.9,38.1,43.0,21.9,0.16,999.9,1,550
2017-03-11,2017,03,11,6,22.5,7.2,1013.6,9.4,19.3,28.9,39.0,44.1,17.1,0.07,999.9,0,548
2018-03-04,2018,03,04,7,39.6,33.6,1013.5,9.9,23.4,29.9,40.0,43.0,36.0,0.11,999.9,0,457
2015-03-18,2015,03,18,3,31.0,3.9,1009.0,10.0,21.1,29.9,44.1,46.9,28.0,0.19,999.9,0,547
2018-03-22,2018,03,22,4,36.1,35.3,1001.5,6.6,21.5,29.9,41.0,37.9,33.8,0.86,999.9,0,759
2017-03-20,2017,03,20,1,39.2,26.3,1013.2,9.4,21.4,29.9,41.0,45.0,33.1,0.36,999.9,0,750
2018-03-14,2018,03,14,3,34.8,29.0,999.1,9.7,22.8,31.1,40.0,39.0,32.0,0.99,999.9,0,652
2016-03-05,2016,03,05,6,34.8,22.6,1017.4,9.1,20.8,32.1,42.0,39.0,30.0,0.37,999.9,0,601
2014-03-28,2014,03,28,5,44.3,36.3,9999.9,9.3,16.1,32.1,42.9,57.2,32.0,99.99,999.9,0,530
2018-03-05,2018,03,05,1,37.8,34.5,1011.0,8.2,24.2,33.0,44.1,43.0,33.1,0.38,999.9,0,616
2013-03-08,2013,03,08,5,37.4,35.2,1008.1,3.3,28.4,35.0,45.1,41.0,36.0,1.58,999.9,0,851
2017-03-14,2017,03,14,2,36.3,30.9,1011.8,6.0,18.1,36.9,51.1,46.9,17.1,0.01,999.9,0,374
2017-03-15,2017,03,15,3,29.8,20.7,995.2,7.5,23.3,38.1,46.0,46.9,25.0,1.29,999.9,0,650
2013-03-07,2013,03,07,4,38.3,35.2,1008.2,4.1,31.6,39.0,55.0,41.0,33.8,0.8,999.9,0,535
2014-03-26,2014,03,26,3,30.8,22.2,1001.4,4.7,28.0,44.1,71.1,34.0,26.6,0.0,999.9,1,563
2018-03-13,2018,03,13,2,35.0,33.4,995.9,3.4,31.0,44.1,58.1,46.0,27.0,1.54,999.9,1,578
2018-03-03,2018,03,03,6,40.2,37.5,1005.3,6.2,34.8,46.0,62.9,48.9,37.0,99.99,999.9,0,609
2018-03-02,2018,03,02,5,45.3,45.2,989.8,5.1,23.3,49.0,65.1,48.9,39.0,0.35,999.9,0,884
2020-04-29,2020,04,29,3,46.9,35.8,1024.6,10.0,8.3,12,999.9,55.0,37.0,0.02,999.9,0,137
2020-04-15,2020,04,15,3,44.7,39.1,1012.9,9.6,7.4,14,20.0,48.0,42.8,0.22,999.9,1,138
2020-04-08,2020,04,08,3,46.5,43.0,1002.5,9.6,6.4,14,999.9,57.9,43.0,0.06,999.9,1,124
2020-04-06,2020,04,06,1,46.7,37.8,1015.0,9.9,7.9,14,19.0,55.0,37.0,0.0,999.9,0,127
2020-04-25,2020,04,25,6,47.7,36.3,1015.2,10.0,7.8,15,999.9,59.0,39.9,0.48,999.9,0,152
2020-04-12,2020,04,12,7,45.9,31.8,1021.9,10.0,9,15,999.9,53.1,36.0,0.0,999.9,0,106
2020-04-07,2020,04,07,2,49.0,34.1,1011.6,10.0,10.1,15,999.9,57.9,41.0,0.0,999.9,0,129
2020-04-23,2020,04,23,4,42.8,20.9,1015.9,10.0,14.7,19,28.9,48.9,36.0,0.0,999.9,0,108
2020-04-20,2020,04,20,1,46.8,39.4,1004.4,9.9,13.3,19,26.0,52.0,37.0,0.0,999.9,1,140
2020-04-11,2020,04,11,6,44.1,30.8,1005.8,10.0,15.6,21,31.1,51.1,39.9,0.01,999.9,0,121
2020-04-30,2020,04,30,4,46.8,41.4,1025.9,9.8,17.1,22,27.0,55.0,37.0,0.0,999.9,0,173
2020-04-26,2020,04,26,7,45.3,40.9,1017.9,7.9,11.3,22,31.1,59.0,39.9,0.0,999.9,1,140
2020-04-04,2020,04,04,6,42.3,38.4,1011.2,6.8,21.1,26,35.9,45.0,39.0,0.6,999.9,1,155
2020-04-27,2020,04,27,1,46.3,34.0,1003.5,1.3,13.1,27,35.9,52.0,39.9,0.43,999.9,1,131
2020-04-03,2020,04,03,5,43.7,41.9,994.9,3.7,25.6,34,42.9,45.0,33.1,0.48,999.9,1,190
2020-04-13,2020,04,13,1,51.6,48.9,1017.6,6.6,19.6,39,53.0,57.0,36.0,0.03,999.9,1,137
2013-04-27,2013,04,27,6,46.6,34.7,1029.1,8.6,3.9,8.0,999.9,55.9,35.1,0.0,999.9,1,517
2013-04-28,2013,04,28,7,48.0,38.5,1027.1,9.8,3.9,8.0,999.9,57.0,37.0,0.0,999.9,0,440
2014-04-22,2014,04,22,2,49.5,43.2,1007.7,10.0,5.6,8.9,999.9,57.9,34.0,0.0,999.9,0,459
2017-04-14,2017,04,14,5,47.5,34.1,1027.8,10.0,5.0,8.9,999.9,57.9,37.9,0.0,999.9,0,515
2013-04-29,2013,04,29,1,49.7,37.9,1025.5,9.9,4.3,8.9,999.9,59.0,39.9,0.0,999.9,0,598
2020-04-05,2020,04,05,7,41.8,36.3,1017.5,10.0,6,8.9,999.9,50.0,35.1,0.01,999.9,0,93
2019-04-25,2019,04,25,4,47.7,40.9,1013.3,9.9,5.6,8.9,999.9,66.0,39.9,0.02,999.9,0,518
2018-04-11,2018,04,11,3,37.9,33.0,1021.0,10.0,6.5,9.9,999.9,44.1,30.0,0.0,999.9,0,612
2017-04-24,2017,04,24,1,46.6,42.4,1021.9,10.0,7.6,9.9,999.9,55.9,42.1,0.0,999.9,0,541
2018-04-28,2018,04,28,6,49.5,48.3,1010.7,5.1,6.3,9.9,999.9,60.1,39.9,0.13,999.9,1,604
2018-04-29,2018,04,29,7,50.5,48.7,1010.3,9.2,5.9,9.9,15.0,60.1,43.0,0.0,999.9,0,505
2014-04-25,2014,04,25,5,49.4,27.5,9999.9,10.0,8.8,11.1,20.0,51.8,46.4,0.0,999.9,0,617
2013-04-30,2013,04,30,2,51.0,30.2,1026.2,10.0,5.2,11.1,999.9,63.0,39.9,0.0,999.9,0,576
2018-04-24,2018,04,24,2,44.7,41.7,1030.4,10.0,6.7,11.1,999.9,57.9,34.0,0.0,999.9,0,671
2014-04-21,2014,04,21,1,43.1,36.9,1022.3,10.0,6.2,11.1,999.9,53.1,34.0,0.0,999.9,0,521
2014-04-26,2014,04,26,6,45.1,39.2,9999.9,8.3,8.7,11.1,17.1,46.4,44.6,0.0,999.9,0,548
2013-04-15,2013,04,15,1,46.1,34.2,1026.0,10.0,8.1,11.1,999.9,53.1,39.0,0.0,999.9,0,603
2014-04-02,2014,04,02,3,39.3,28.6,1019.1,10.0,5.6,11.1,999.9,48.0,32.0,0.0,999.9,0,519
2019-04-07,2019,04,07,7,45.3,39.4,1023.5,10.0,7.4,11.1,999.9,60.1,37.9,0.01,999.9,0,487
2015-04-26,2015,04,26,7,46.1,34.0,1004.6,9.8,7.4,11.1,999.9,54.0,37.0,0.0,999.9,0,477
2018-04-10,2018,04,10,2,37.7,31.7,1021.9,9.1,6.5,11.1,999.9,42.1,30.9,0.0,999.9,0,668
2016-04-18,2016,04,18,1,49.5,35.9,1022.5,10.0,6.0,12.0,999.9,64.0,37.0,0.0,999.9,0,687
2016-04-27,2016,04,27,3,45.0,36.9,1011.9,10.0,7.8,12.0,999.9,51.1,41.0,0.24,999.9,0,510
2015-04-13,2015,04,13,1,45.0,38.2,1027.8,10.0,9.1,12.0,999.9,54.0,32.0,0.0,999.9,0,554
2013-04-26,2013,04,26,5,49.5,37.8,1026.9,9.5,6.5,12.0,999.9,61.0,37.9,0.06,999.9,0,675
2014-04-07,2014,04,07,1,43.4,30.0,9999.9,10.0,5.4,12.0,18.1,55.4,32.0,0.0,999.9,0,533
2017-04-27,2017,04,27,4,52.9,50.7,1011.6,3.0,5.3,12.0,999.9,63.0,48.0,0.06,999.9,1,688
2018-04-23,2018,04,23,1,46.4,33.6,1030.7,10.0,7.1,12.0,15.9,57.9,35.1,0.0,999.9,0,675
2015-04-06,2015,04,06,1,43.2,36.1,1026.3,9.5,6.8,13.0,999.9,51.1,32.0,0.0,999.9,1,510
2014-04-12,2014,04,12,6,50.1,40.8,1019.1,8.5,8.6,13.0,999.9,64.0,43.0,0.0,999.9,0,578
2013-04-14,2013,04,14,7,46.1,38.4,1015.5,9.6,7.7,13.0,999.9,55.9,39.0,0.09,999.9,0,472
2015-04-16,2015,04,16,4,46.4,28.5,1029.7,10.0,8.6,13.0,17.1,62.1,37.9,0.0,999.9,0,560
2013-04-08,2013,04,08,1,50.0,41.6,1018.1,9.1,9.4,13.0,999.9,62.1,42.1,0.0,999.9,0,582
2017-04-12,2017,04,12,3,49.1,45.1,1020.6,8.3,9.9,13.0,999.9,55.0,46.0,0.0,999.9,0,540
2019-04-30,2019,04,30,2,45.6,40.5,1024.6,8.3,7.6,13.0,999.9,54.0,42.1,0.31,999.9,0,587
2014-04-02,2014,04,02,3,43.3,23.9,9999.9,10.0,8.2,13.0,19.0,50.0,26.6,0.0,999.9,0,519
2019-04-14,2019,04,14,7,50.8,48.7,1014.4,2.7,7.7,13.0,999.9,68.0,45.0,0.04,999.9,1,457
2019-04-12,2019,04,12,5,43.8,35.3,1027.0,10.0,8.4,13.0,999.9,48.0,35.1,0.0,999.9,0,688
2017-04-03,2017,04,03,1,43.0,31.7,1018.0,10.0,6.9,13.0,999.9,54.0,32.0,0.0,999.9,0,646
2016-04-09,2016,04,09,6,41.8,25.1,1007.5,10.0,9.7,14.0,21.0,53.1,35.1,0.0,999.9,0,557
2019-04-17,2019,04,17,3,47.5,30.3,1019.3,10.0,10.1,14.0,22.9,55.9,39.0,0.0,999.9,0,620
2016-04-29,2016,04,29,5,46.1,33.9,1020.4,10.0,9.4,14.0,19.0,54.0,42.1,0.0,999.9,0,517
2014-04-27,2014,04,27,7,42.4,36.2,1012.5,9.9,4.8,14.0,17.1,50.0,36.0,0.37,999.9,0,449
2014-04-13,2014,04,13,7,47.0,40.4,1023.8,9.3,8.8,14.0,20.0,64.0,39.0,0.0,999.9,1,482
2016-04-25,2016,04,25,1,48.4,36.3,1017.1,10.0,9.2,14.0,999.9,55.0,37.0,0.0,999.9,0,488
2018-04-02,2018,04,02,1,37.7,31.2,1018.7,8.1,8.4,14.0,999.9,50.0,33.1,0.01,999.9,1,562
2019-04-22,2019,04,22,1,52.1,51.5,1017.3,2.3,7.3,14.0,999.9,57.9,48.0,0.03,999.9,1,522
2018-04-22,2018,04,22,7,46.3,33.1,1026.8,10.0,7.2,14.0,999.9,55.9,37.0,0.0,999.9,0,568
2018-04-12,2018,04,12,4,42.8,38.5,1019.4,10.0,9.8,14.0,999.9,50.0,28.9,0.0,999.9,0,610
2015-04-18,2015,04,18,6,51.9,45.2,1012.7,7.3,7.7,14.0,999.9,64.0,41.0,0.12,999.9,1,605
2014-04-04,2014,04,04,5,39.4,29.9,9999.9,10.0,5.6,14.0,19.0,50.0,32.0,0.0,999.9,0,622
2014-04-19,2014,04,19,6,45.7,35.3,1023.5,10.0,5.9,14.0,18.1,59.0,34.0,0.0,999.9,0,525
2018-04-19,2018,04,19,4,41.8,40.6,1007.0,9.6,8.6,14.0,999.9,46.9,37.0,0.02,999.9,0,706
2015-04-29,2015,04,29,3,49.3,38.5,1004.5,9.8,7.8,14.0,18.1,55.9,39.9,0.0,999.9,0,679
2017-04-28,2017,04,28,5,53.1,51.0,1015.6,3.3,8.2,15.0,19.0,63.0,48.0,0.0,999.9,1,857
2014-04-18,2014,04,18,5,40.4,32.0,1032.7,9.9,9.1,15.0,21.0,46.0,35.1,0.0,999.9,0,496
2018-04-21,2018,04,21,6,44.6,31.9,1024.6,10.0,10.5,15.0,18.1,52.0,37.0,0.0,999.9,0,584
2019-04-05,2019,04,05,5,39.4,18.1,1031.0,10.0,10.7,15.0,22.9,48.9,36.0,0.0,999.9,0,701
2013-04-25,2013,04,25,4,50.8,45.1,1017.9,7.2,10.4,15.0,20.0,55.9,45.0,0.01,999.9,0,583
2017-04-15,2017,04,15,6,46.8,38.0,1028.2,9.7,9.2,15.0,999.9,57.9,35.1,0.0,999.9,0,495
2017-04-09,2017,04,09,7,46.3,30.9,1017.4,10.0,10.5,15.0,21.0,55.0,39.0,0.0,999.9,0,541
2014-04-30,2014,04,30,3,42.6,36.7,9999.9,9.1,10.2,15.0,19.0,48.2,41.0,99.99,999.9,0,651
2016-04-28,2016,04,28,4,47.7,34.1,1015.8,10.0,10.1,15.0,999.9,54.0,41.0,0.0,999.9,0,489
2015-04-27,2015,04,27,1,49.0,37.9,1001.5,10.0,8.9,15.0,21.0,57.0,39.0,0.0,999.9,0,558
2019-04-24,2019,04,24,3,51.5,47.2,1007.2,8.0,9.8,15.0,999.9,66.0,44.1,0.03,999.9,0,515
2014-04-04,2014,04,04,5,40.0,30.2,1019.1,10.0,7.7,15.0,20.0,48.0,33.1,0.0,999.9,0,622
2019-04-13,2019,04,13,6,49.7,48.0,1020.8,5.2,12.6,15.0,20.0,52.0,39.0,0.0,999.9,1,599
2014-04-07,2014,04,07,1,42.0,33.9,1022.6,10.0,7.4,15.0,22.0,48.9,35.1,0.0,999.9,0,533
2015-04-17,2015,04,17,5,47.5,43.2,1021.5,6.9,12.5,15.9,24.1,54.0,39.0,0.0,999.9,1,679
2015-04-30,2015,04,30,4,48.1,38.3,1009.8,10.0,7.8,15.9,19.0,57.0,39.0,0.0,999.9,0,640
2017-04-17,2017,04,17,1,56.4,48.3,1010.6,8.7,12.0,15.9,21.0,70.0,48.9,0.0,999.9,0,488
2016-04-22,2016,04,22,5,55.4,48.4,1013.8,8.7,10.2,15.9,999.9,72.0,44.1,0.0,999.9,1,741
2013-04-16,2013,04,16,2,46.0,40.5,1028.7,10.0,9.3,15.9,999.9,53.1,37.9,0.0,999.9,0,564
2015-04-12,2015,04,12,7,45.0,31.4,1022.8,10.0,10.1,15.9,22.9,57.9,32.0,0.0,999.9,0,443
2013-04-21,2013,04,21,7,45.1,28.5,1029.4,10.0,11.7,15.9,22.0,48.9,39.0,0.24,999.9,0,471
2017-04-10,2017,04,10,1,46.9,39.6,1023.2,10.0,10.2,15.9,999.9,55.0,39.9,0.0,999.9,0,634
2014-04-03,2014,04,03,4,40.9,30.9,1018.5,10.0,8.4,15.9,20.0,48.9,33.1,0.0,999.9,0,592
2014-04-30,2014,04,30,3,43.5,36.5,1030.7,9.8,12.3,15.9,24.1,46.0,41.0,0.01,999.9,0,651
2015-04-02,2015,04,02,4,37.1,27.6,1022.3,9.9,7.0,15.9,999.9,46.9,24.1,0.0,999.9,0,653
2017-04-13,2017,04,13,4,49.8,38.5,1024.2,9.5,8.2,15.9,20.0,57.0,42.1,0.0,999.9,0,590
